Wavelength (nm),Glass_n,Glass_k,ITO_n,ITO_k,PEDOT:PSS_n,PEDOT:PSS_k,PM6L8BO_n,PM6L8BO_k,PDINN_n,PDINN_k,Air_n,Air_k
989,1.50501,0,1.20435,0.04513,1.466076415,0.082055405,2.217544075,3.24E-06,1.58184617,0.037362583,1,0
990,1.50501,0,1.2022,0.04541,1.466085849,0.082405856,2.215841248,2.11E-06,1.58162965,0.037475482,1,0
991,1.50501,0,1.20004,0.04569,1.466095283,0.082756306,2.21413842,9.85E-07,1.58141313,0.037588382,1,0
992,1.50501,0,1.19788,0.04598,1.466105348,0.083106757,2.212435592,-1.43E-07,1.58119661,0.037701282,1,0
993,1.505,0,1.19573,0.04626,1.466116043,0.083457207,2.210732765,-1.27E-06,1.58098009,0.037814182,1,0
994,1.505,0,1.19356,0.04655,1.466126738,0.083807658,2.209029937,-2.40E-06,1.58076357,0.037927081,1,0
995,1.505,0,1.19137,0.04685,1.466137433,0.084158108,2.207327109,-3.52E-06,1.58054705,0.038039981,1,0
996,1.505,0,1.18916,0.04714,1.466148128,0.084508559,2.205624282,-4.65E-06,1.58033053,0.038152881,1,0
997,1.505,0,1.187,0.04743,1.466158824,0.084859009,2.203921454,-5.78E-06,1.58011401,0.03826578,1,0
998,1.505,0,1.18482,0.04773,1.466169519,0.085209459,2.202218627,-6.91E-06,1.57989749,0.03837868,1,0
999,1.505,0,1.18259,0.04803,1.466180214,0.08555991,2.200515799,-8.03E-06,1.57968097,0.03849158,1,0
1000,1.505,0,1.18024,0.04839,1.466190909,0.085880526,2.198812971,-9.16E-06,1.57946445,0.03860448,1,0
